sample_id,hatch_failure,court_success,breeding_condition,mean_clutch_no,fledge_rate,eggs_per_50,total_birds,fledged,total_eggs,distance
2,0.31096090984263525,0.5148986097190351,0.6765232911812611,1.7580329321550436,0.3333333333333333,0.3,49.0,5.0,15.0,0.8092711245845979
