season,nest_id,natalsite,egg_id,female_band,female_id,f_age,male_band,male_id,m_age,clutch_no,date_eggs_found,lay_date,estimated_lay,total_eggs_clutch,candled,candled_date,fertile,egg_length,egg_width,candling_weight,loss_parent,loss_id,date_parent_lost,egg_managed,management_reason,notes,eggs_recovered_date,age_recovered_eggs,notes_transfer,days_ai,date_egg_transferbackto_nest,age_donor_eggs,returned_remained_natal,foster_site,foster_nest_id,foster_f_band,foster_f_id,hatched,hatched_date,eggfail_outcome,eggfail_cause,eggfail_date,chickfail_outcome,chickfail_cause,chickfail_date,chick_transfer_date_zoo,notes_chick_transfer,age_chick_transfer,chick_captive_reared,days_chick_captive_reared,transfer_date_to_aviary,release_date_from_aviary,release_site,fledgling_id,band_date,chick_weight_banding,fledged,fledge_date,comments
2014/2015,335,Mangawhai,NA,M-WR,C28703,15,M-KW,C69004,9,1,25/10/2014,25/10/2014,25/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,ai,NA,NA,15/11/2014,21,"ranger put eggs up top for a while, then kept overnight in chicken brooder",1,NA,NA,0,NA,NA,NA,NA,0,NA,egg damaged,damaged whist in ai overnigt,16/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,335,Mangawhai,NA,M-WR,C28703,15,M-KW,C69004,9,1,27/10/2014,27/10/2014,27/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,ai,NA,NA,15/11/2014,19,"ranger put eggs up top for a while, then kept overnight in chicken brooder",1,16/11/2014,20,1,NA,NA,NA,NA,0,NA,abandoned,cold egg,17/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,336,Mangawhai,NA,KPg-M,C75805,5,M-R,C75801,7,1,24/10/2014,24/10/2014,24/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandoned,buried in sand,26/10/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,336,Mangawhai,NA,KPg-M,C75805,5,M-R,C75801,7,1,26/10/2014,26/10/2014,26/10/2014,2,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,18/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75883,9/12/2014,60,1,2/01/2015,NA
2014/2015,337,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,1,28/10/2014,28/10/2014,28/10/2014,2,1,2/11/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,2/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,337,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,1,30/10/2014,30/10/2014,30/10/2014,2,1,2/11/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,2/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,338,Waipu,NA,M-nil,C41566,13,BPg-M,C43879,17,1,31/10/2014,31/10/2014,2/11/2014,2,1,14/11/2014,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,25/11/2014,NA,NA,NA,chick death,tide/storm,16/12/2014,NA,NA,NA,0,0,NA,NA,NA,C69040,12/12/2014,65,0,NA,3 chicks raised in this nest
2014/2015,338,Waipu,NA,M-nil,C41566,13,BPg-M,C43879,17,1,31/10/2014,31/10/2014,2/11/2014,2,1,14/11/2014,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,25/11/2014,NA,NA,NA,chick death,tide/storm,16/12/2014,NA,NA,NA,0,0,NA,NA,NA,C69041,12/12/2014,64,0,NA,3 chicks raised in this nest
2014/2015,340,Waipu,NA,M-pGR,C41567,13,R-RM,C69027,6,2,25/11/2014,24/11/2014,24/11/2014,2,1,8/12/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile,14/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,340,Waipu,NA,M-pGR,C41567,13,R-RM,C69027,6,2,25/11/2014,24/11/2014,24/11/2014,2,1,8/12/2014,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile,14/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,341,Papakanui,NA,RM-KR,C75824,2,B-pGM,C41570,12,1,21/11/2014,21/11/2014,21/11/2014,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,27/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,341,Papakanui,NA,RM-KR,C75824,2,B-pGM,C41570,12,1,21/11/2014,21/11/2014,21/11/2014,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,27/11/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,342,Pakiri,NA,M-YK,C69013,8,RM-pG,C75899,3,1,1/12/2014,1/12/2014,1/12/2014,2,1,14/12/2014,1,NA,NA,NA,0,NA,NA,ai,abandoned,NA,14/12/2014,13,went to zoo,4,18/12/2014,17,0,Mangawhai,345,M-WR,C28703,1,25/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75829,12/01/2015,NA,1,unknown,NA
2014/2015,342,Pakiri,NA,M-YK,C69013,8,RM-pG,C75899,3,1,3/12/2014,unknown,2/12/2014,2,1,14/12/2014,1,NA,NA,NA,0,NA,NA,ai,abandoned,NA,14/12/2014,12,went to zoo,4,18/12/2014,16,0,Mangawhai,345,M-WR,C28703,1,25/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75881,12/01/2015,NA,1,unknown,NA
2014/2015,343,Papakanui,NA,RM-BW,C75823,2,M-BK,C69014,8,1,27/11/2014,unknown,27/11/2014,2,1,9/12/2014,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,disappeared,suspected blown out 35 knot SW winds,10/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,343,Papakanui,NA,RM-BW,C75823,2,M-BK,C69014,8,1,1/12/2014,unknown,28/11/2014,2,1,9/12/2014,1,NA,NA,NA,0,NA,NA,moved,spreading risk,unsure of safety of nest,27/11/2014,0,NA,NA,unknown,unknown,0,Papakanui,341,RM-KR,C75824,0,NA,disappeared,suspected predation,22/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,344,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,2,28/11/2014,28/11/2014,28/11/2014,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile but lost in  4 day storm,15/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,344,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,2,28/11/2014,28/11/2014,28/11/2014,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,infertile but lost in  4 day storm,15/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,345,Mangawhai,NA,M-WR,C28703,15,M-KW,C69004,9,2,28/11/2014,28/11/2014,28/11/2014,1,1,14/12/2014,1,NA,NA,NA,0,NA,NA,ai,storm impending,NA,14/12/2014,16,NA,4,18/12/2014,20,0,Papakanui,341,RM-KR,C75824,1,23/12/2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75882,9/01/2015,NA,1,19/01/2015,NA
2014/2015,346,Waipu,NA,M-pGR,C41567,13,R-RM,C69027,6,3,28/12/2014,unknown,28/12/2014,2,1,9/01/2015,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,10/01/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,346,Waipu,NA,M-pGR,C41567,13,R-RM,C69027,6,3,28/12/2014,unknown,28/12/2014,2,1,9/01/2015,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,10/01/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,347,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,3,31/12/2014,31/12/2014,31/12/2014,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,16/01/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,347,Mangawhai,NA,M-pGK,C69011,8,YM-nil,C69024,7,3,31/12/2014,31/12/2014,31/12/2014,2,1,unknown,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,16/01/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2014/2015,348,Papakanui,NA,RM-BW,C75823,2,M-BK,C69014,8,2,31/12/2014,31/12/2014,31/12/2014,1,1,13/01/2015,1,NA,NA,NA,0,NA,NA,moved,risky location,NA,16/01/2015,16,NA,NA,16/01/2015,16,0,Mangawhai,347,M-pGK,C69011,1,23/01/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69042,9/02/2015,61,1,unknown,NA
2014/2015,349,Mangawhai,NA,W-BM,C75900,3,pG-YM,C69035,4,1,30/10/2014,30/10/2014,30/10/2014,1,1,2/11/2014,1,NA,NA,NA,0,NA,NA,ai,poor incubation,NA,2/11/2014,3,first put egg into nest 337 but hr later removed as birds not incubating. Incubator not working on trip to zoo,19,21/11/2014,22,0,Waipu,338,M-nil,C41566,1,24/11/2014,NA,NA,NA,chick death,health,26/11/2014,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,3 chicks raised in this nest
2015/2016,350,Mangawhai,NA,KpG-M,C75805,6,M-R,C75801,8,1,22/10/2015,unknown,21/10/2015,1,1,2/11/2015,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,16/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75830,7/12/2015,NA,1,29/12/2015,NA
2015/2016,351,Waipu,NA,M-pGR,C41567,14,BPg-M,C43879,18,1,25/10/2015,25/10/2015,25/10/2015,2,1,6/11/2015,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,20/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75831,7/12/2015,63,1,24/12/2015,NA
2015/2016,351,Waipu,NA,M-pGR,C41567,14,BPg-M,C43879,18,1,28/10/2015,28/10/2015,28/10/2015,2,1,6/11/2015,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,20/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75832,7/12/2015,63,1,24/12/2015,NA
2015/2016,352,Mangawhai,NA,M-pGK,C69011,7,YM-nil,C69024,8,1,2/11/2015,2/11/2015,2/11/2015,1,1,4/11/2015,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,storm,4/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,353,Mangawhai,NA,KB-M,C75806,6,YM-R,C69023,8,1,3/11/2015,3/11/2015,3/11/2015,2,1,13/11/2015,1,NA,NA,NA,0,NA,NA,ai,intermittent incubation,eggs cold when collected,21/112015,19,NA,2,23/11/2015,21,1,NA,NA,NA,NA,1,29/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75880,17/12/2015,60,1,3/01/2016,NA
2015/2016,353,Mangawhai,NA,KB-M,C75806,6,YM-R,C69023,8,1,4/11/2015,4/11/2015,4/11/2015,2,1,13/11/2015,1,NA,NA,NA,0,NA,NA,ai,intermittent incubation,eggs cold when collected,21/112015,17,NA,2,23/11/2015,19,1,NA,NA,NA,NA,1,30/11/2015,NA,NA,NA,unknown,unknown,2/12/2015,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,354,Mangawhai,NA,M-WR,C28703,16,M-KW,C69004,10,1,24/11/2015,24/11/2015,24/11/2015,1,1,28/11/2015,1,NA,NA,NA,0,NA,NA,ai,"intermittent incubation, m absent",NA,28/11/2015,4,1 night in temproary incubator and then to zoo,13,NA,NA,0,NA,NA,NA,NA,0,NA,failed to hatch,embryo death,28/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,355,Te Arai,NA,M-pGK,C69011,9,YM-nil,C69024,8,2,16/12/2015,16/12/2015,16/12/2015,1,1,28/12/2015,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch-infertile,28/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,356,Papakanui,NA,RM-KR,C75824,3,B-pGM,C41570,13,1,3/11/2015,unknown,3/11/2015,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,22/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,356,Papakanui,NA,RM-KR,C75824,3,B-pGM,C41570,13,1,7/11/2015,unknown,4/11/2015,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,22/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,357,Papakanui,NA,RM-BW,C75823,3,M-BK,C69014,9,1,7/12/2015,7/12/2015,7/12/2015,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,buried in sand,11/11/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,358,Papakanui,NA,RM-BW,C75823,3,M-BK,C69014,9,2,20/12/2015,unknown,20/12/2015,2,0,NA,1,NA,NA,NA,0,NA,NA,moved,tidal inundation,NA,23/12/2015,3,NA,0,23/12/2015,3,0,Papakanui,359,RM-KR,C75824,1,14/01/2016,NA,NA,NA,died during storm,tide/storm,19/01/2016,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,358,Papakanui,NA,RM-BW,C75823,3,M-BK,C69014,9,2,20/12/2015,unknown,20/12/2015,2,0,NA,1,NA,NA,NA,0,NA,NA,moved,tidal inundation,NA,23/12/2015,3,NA,0,23/12/2015,3,0,Papakanui,359,RM-KR,C75824,1,16/01/2016,NA,NA,NA,died during storm,tide/storm,19/01/2016,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,359,Papakanui,NA,RM-KR,C75824,3,B-pGM,C41570,13,2,22/12/2015,unknown,22/12/2015,2,0,NA,0,NA,NA,NA,0,NA,NA,none,removed as presumed infertile,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,presumed infertile,23/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2015/2016,359,Papakanui,NA,RM-KR,C75824,3,B-pGM,C41570,13,2,22/12/2015,unknown,22/12/2015,2,0,NA,0,NA,NA,NA,0,NA,NA,none,removed as presumed infertile,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,presumed infertile,23/12/2015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,360,Mangawhai,NA,KpG-M,C75805,7,M-R,C75801,9,1,12/11/2016,unknown,12/11/2016,1,0,NA,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,5/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69043,23/12/2016,NA,1,1/01/2017,NA
2016/2017,361,Mangawhai,NA,KB-M,C75806,7,YM-R,C69023,9,1,12/11/2016,unknown,12/11/2016,1,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch-presumed infertile,10/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,362,Mangawhai,NA,W-BM,C75900,5,M-KW,C69004,11,1,7/12/2016,unknown,7/12/2016,2,1,15/12/2016,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,31/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69046,20/01/2017,NA,1,21/01/2017,NA
2016/2017,362,Mangawhai,NA,W-BM,C75900,5,M-KW,C69004,11,1,8/12/2016,unknown,8/12/2016,2,1,15/12/2016,1,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,1,1/01/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69047,20/01/2017,NA,1,22/01/2017,NA
2016/2017,366,Waipu,NA,M-pGR,C41567,15,R-RM,C69027,8,1,6/11/2016,unknown,6/11/2016,2,1,18/11/2016,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,pred unknown,26/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,366,Waipu,NA,M-pGR,C41567,15,R-RM,C69027,8,1,8/11/2016,8/11/2016,8/11/2016,2,1,18/11/2016,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,pred,pred unknown,26/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,367,Waipu,NA,M-pGR,C41567,15,R-RM,C69027,8,2,7/12/2016,7/12/2016,6/12/2016,2,1,15/12/2017,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,19/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,367,Waipu,NA,M-pGR,C41567,15,R-RM,C69027,8,2,9/11/2017,9/11/2017,9/11/2017,2,1,15/12/2017,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,19/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,370,Papakanui,NA,RM-KR,C75824,4,B-pGM,C41570,14,1,11/11/2016,11/11/2016,11/11/2016,1,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,abandon,tide/storm,15/11/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,371,Papakanui,NA,RW-KM,C69042,2,B-RM,C41571,13,1,21/11/2016,21/11/2016,21/11/2016,1,1,26/11/2016,1,NA,NA,NA,0,NA,NA,ai,cat nearby,NA,26/11/2016,5,straight to zoo,7,3/12/2016,12,0,Te Arai,378,M-pGK,C69011,1,17/12/2016,NA,NA,NA,presumed predated,possibly black back gulls,22/12/2016,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,371,Papakanui,NA,RW-KM,C69042,2,B-RM,C41571,13,1,23/11/2016,23/11/2016,23/11/2016,1,1,26/11/2016,1,NA,NA,NA,0,NA,NA,"ai, multi",cat nearby,NA,26/11/2016,3,"straight to zoo, fist to Te Arai nest and then to Mangawhai on 11/12/2017",7,3/12/2016,19,0,Mangawhai,361,KB-M,C75806,1,14/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69044,3/01/2017,NA,1,12/01/2017,NA
2016/2017,372,Papakanui,NA,RM-KR,C75824,4,B-pGM,C41570,14,2,1/12/2016,1/12/2016,1/12/2016,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,tide/storm,12/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,waited too ong to terminate nest so birds did not renest
2016/2017,372,Papakanui,NA,RM-KR,C75824,4,B-pGM,C41570,14,2,1/12/2016,unknown,2/12/2016,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,tide/storm,12/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,waited too ong to terminate nest so birds did not renest
2016/2017,373,Papakanui,NA,RM-BW,C75823,4,BK-M,C75897,4,1,6/12/2016,6/12/2016,6/12/2016,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,buried,sands,11/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,373,Papakanui,NA,RM-BW,C75823,4,BK-M,C75897,4,1,6/12/2016,unknown,7/12/2016,2,0,NA,unknown,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,buried,sands,11/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,374,Papakanui,NA,RM-KR,C75824,4,B-RM,C41571,13,2,6/12/2016,6/12/2016,6/12/2016,2,1,10/12/2016,1,NA,NA,NA,0,NA,NA,ai,abandoned,took a while to find eggs covered in sand,10/12/2016,5,straight to zoo,9,19/12/2016,14,0,Waipu,367,M-pGR,C41567,1,29/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C69045,16/01/2017,NA,1,unknown,chcik disappeared on 28/01/2017
2016/2017,374,Papakanui,NA,RM-KR,C75824,4,B-RM,C41571,13,2,8/12/2016,8/12/2016,8/12/2016,2,1,10/12/2016,1,NA,NA,NA,0,NA,NA,ai,abandoned,took a while to find eggs covered in sand,10/12/2016,3,straight to zoo,9,19/12/2016,12,0,Waipu,367,M-pGR,C41567,0,NA,failed to hatch,failed to hatch,31/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,375,Papakanui,NA,RM-BW,C75823,4,M-BK,C69014,10,2,20/12/2016,20/12/2016,20/12/2016,2,1,22/12/2016,1,NA,NA,NA,0,NA,NA,ai,"winds, shifting sands",NA,22/12/2016,2,straight to zoo,15,6/01/2017,17,0,Papakanui,376,RM-KR,C75824,0,NA,failed to hatch,failed to hatch,unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,375,Papakanui,NA,RM-BW,C75823,4,M-BK,C69014,10,2,21/12/2016,21/12/2016,21/12/2016,2,1,22/12/2016,1,NA,NA,NA,0,NA,NA,ai,"winds, shifting sands",NA,22/12/2016,1,straight to zoo,15,6/01/2017,16,0,Papakanui,376,RM-KR,C75824,1,12/01/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,C75879,31/01/2017,60.3,1,unknown,NA
2016/2017,376,Papakanui,NA,RM-KR,C75824,4,B-pGM,C41570,14,2,26/12/2016,unknown,23/12/2016,2,1,6/01/2017,0,NA,NA,NA,0,NA,NA,removed_dead,to transfer in other eggs,NA,6/01/2017,14,notes unclear but possibly infertile so didn't go anywhere,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,6/01/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,376,Papakanui,NA,RM-KR,C75824,4,B-pGM,C41570,14,2,26/12/2016,unknown,23/12/2016,2,1,6/01/2017,0,NA,NA,NA,0,NA,NA,removed_dead,to transfer in other eggs,NA,6/01/2017,14,notes unclear but possibly infertile so didn't go anywhere,NA,NA,NA,1,NA,NA,NA,NA,0,NA,removed,infertile,6/01/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,378,Te Arai,NA,M-pGK,C69011,10,YM-nil (B),C69024,9,1,11/11/2016,11/11/2016,11/11/2016,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch-presumed infertile,3/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
2016/2017,378,Te Arai,NA,M-pGK,C69011,10,YM-nil (B),C69024,9,1,13/11/2016,13/11/2016,13/11/2016,2,0,NA,0,NA,NA,NA,0,NA,NA,none,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,0,NA,removed,failed to hatch-presumed infertile,3/12/2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA
